date,hostel,capacity,day_of_week,is_weekend,month,day,predicted_consumption,per_capita_prediction,date_str
2025-03-13,A,648,3,False,3,13,96549.55,148.9962143132716,13/03/2025
2025-03-13,B,647,3,False,3,13,97471.38,150.651287190881,13/03/2025
2025-03-13,C,646,3,False,3,13,98276.81,152.1312886996904,13/03/2025
2025-03-13,D,645,3,False,3,13,98987.85,153.46953730620154,13/03/2025
2025-03-13,FRG,644,3,False,3,13,99755.53,154.89989324534162,13/03/2025
2025-03-13,M,644,3,False,3,13,78779.11,122.32780958850931,13/03/2025
2025-03-13,N,643,3,False,3,13,76666.11,119.23189638413686,13/03/2025
2025-03-13,O,642,3,False,3,13,75051.02,116.90190566588785,13/03/2025
2025-03-13,PG,641,3,False,3,13,70715.02,110.31984935647426,13/03/2025
2025-03-13,Q,640,3,False,3,13,73360.1,114.62515869140626,13/03/2025
2025-03-14,A,648,4,False,3,14,96549.55,148.9962143132716,14/03/2025
2025-03-14,B,647,4,False,3,14,97471.38,150.651287190881,14/03/2025
2025-03-14,C,646,4,False,3,14,98276.81,152.1312886996904,14/03/2025
2025-03-14,D,645,4,False,3,14,98987.85,153.46953730620154,14/03/2025
2025-03-14,FRG,644,4,False,3,14,99755.53,154.89989324534162,14/03/2025
2025-03-14,M,644,4,False,3,14,78779.11,122.32780958850931,14/03/2025
2025-03-14,N,643,4,False,3,14,76666.11,119.23189638413686,14/03/2025
2025-03-14,O,642,4,False,3,14,75145.37,117.04885854750779,14/03/2025
2025-03-14,PG,641,4,False,3,14,70770.65,110.40662782761311,14/03/2025
2025-03-14,Q,640,4,False,3,14,73360.1,114.62515869140626,14/03/2025
2025-03-15,A,648,5,True,3,15,96548.33,148.99433352623456,15/03/2025
2025-03-15,B,647,5,True,3,15,97536.055,150.7512437210201,15/03/2025
2025-03-15,C,646,5,True,3,15,98194.13,152.00330156733747,15/03/2025
2025-03-15,D,645,5,True,3,15,99095.39,153.6362645348837,15/03/2025
2025-03-15,FRG,644,5,True,3,15,99771.88,154.92528387034162,15/03/2025
